,date,text
19413,2018-05-18,Goldman Sachs Group Stake in Netflix Call NFLX Lowered by  Million Pixelworks PXLW Holding Maintained by White Pine Capital Llc   
19438,2018-05-18,New post Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN   
19439,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN  
19440,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    
19441,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    
19442,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    
19443,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN   
19444,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN   
19445,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN   
19437,2018-05-18,New blog post Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    What are your thoughts  
19446,2018-05-18,NFLX    Pot consolid in Uptrend INTRAWEEK mmm combo chart   
19448,2018-05-18, May Buy  Media Analyst    va  MSFT NFLX
19449,2018-05-18,NFLX    Pot cont Uptrend LONGERTERM WlyDlyHly combo chart   
19450,2018-05-18,I dont know what its like to work with Netflix hopefully someday but it seems their strategy is just let artists do their thing and see what sticks  Interviews with Duffer bros re Stranger Things all had them saying NFLX was only network interested in letting us do
19451,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN   
19452,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    johnangel
19453,2018-05-18,Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    
19454,2018-05-18,Yeah  Netflix has such a hold on its customers that nearly all of them would stick around if it raised prices again NFLX AMZN    
19412,2018-05-18, Billion in Sales Expected for Netflix NFLX This Quarter   
19447,2018-05-18,Investors Sell Shares of Netflix NFLX on Strength on Insider Selling   
19436,2018-05-18,NetflixNFLXQ    
19415,2018-05-18,  NFLX Time to Take Profits Netflix Inc NASDAQNFLX Time to   
19434,2018-05-18,NFLX Franchises to Aid Disney Survive Netflix  Amazon Onslaught   
19435,2018-05-18,NFLX How Netflix Inc Uses Big Data to Grow Sales and Shareholder Value   
19416,2018-05-18,Hays Advisory Cut Gamestop GME Position Mig Capital Trimmed Its Netflix NFLX Stake   
19417,2018-05-18,Netflix Inc NFLX PT Raised to  at GBH Insights Competitive Moat Expanding    via 
19418,2018-05-18,Srs Investment Management Has Lowered Stake in Netflix NFLX by  Million as Valuation Rose Gilead Sciences Call GILD Holder Secor Capital Advisors LP Cut Its Stake as Valuation Rose   
19419,2018-05-18,Eog Res Com EOG Shareholder Barrett Asset Management Boosted Its Stake by  Million Dragoneer Investment Group Has Upped Holding in Netflix NFLX as Share Value Rose   
19420,2018-05-18,Top Stocks Owned by Hedge Funds Q  Tickers   Facebook  FB  Alphabet Google  Googl Goog  Microsoft  MSFT  Amazon  AMZN  Time Warner  TWX  NetFlix NFLX  Visa  V  Aetna  AET  st Century Fox  FOX FOXA  Bank of American   BAC  RBC US Equity Strategies
19421,2018-05-18,Umb Bank N A Has Raised By  Its Netflix Com NFLX Position Shorts at BRIDGESTONE ORD ORDINARY SHARES BRDCF Lowered By    
19422,2018-05-18,Hillhouse Capital Management LTD Upped Its Holding in Netflix NFLX as Stock Price Rose As Mercadolibre MELI Share Value Rose Brown Capital Management Has Increased Holding   
19423,2018-05-18,As Netflix INC  NFLX Valuation Rose Zevenbergen Capital Investments LLC Lowered Sta
19414,2018-05-18,Pggm Investments Trimmed Its Us Bancorp Del Com New USB Position Tpg Group Holdings Sbs Advisors Lowered Its Netflix NFLX Position    
19425,2018-05-18,Netflix INC  NFLX Shareholder Zevenbergen Capital Investments LLC Lowered Holding by  Million as Market Value Rose   
19426,2018-05-18,Netflix INC  NFLX Market Value Rose While Zevenbergen Capital Investments LLC Has Cut Its Stake   
19427,2018-05-18,Zevenbergen Capital Investments LLC Has Trimmed Netflix INC  NFLX Position by  Million as Stock Price Rose   
19428,2018-05-18,As Netflix INC  NFLX Stock Value Rose Zevenbergen Capital Investments LLC Has Cut Its Position by  Million   
19429,2018-05-18,Netflix INC  NFLX Holder Zevenbergen Capital Investments LLC Trimmed Its Holding by  Million as Stock Value Rose   
19430,2018-05-18,Stephens Investment Management Group Lowered Its Stake in Netflix NFLX by  Million Baskin Financial Services Has Lowered Position in Apple  AAPL by     
19431,2018-05-18,International Business Machs IBM Share Price Declined While Sterneck Capital Management Upped Its Position Barton Investment Management Has Cut Netflix NFLX Position by  Million   
19432,2018-05-18,Junto Capital Management LP Position in Netflix NFLX Cut by  Million as Shares Rose Hite Hedge Asset Management Has Trimmed Stake in Golar Lng LTD Bermuda GLNG by  Million as Stock Price Declined    
19433,2018-05-18,NFLX  Reasons to Buy Netflix Stock and Never Sell   
19424,2018-05-18,Zevenbergen Capital Investments LLC Has Cut Its Netflix INC  NFLX Holding by  Million as Share Price Rose    
19340,2018-05-19,As Netflix NFLX Stock Price Rose National Mutual Insurance Federation Of Agricultural Cooperatives Trimmed by  Its Holding As Physicians Rlty Tr DOC Market Value Declined Raymond James Financial Services Advisors Lowered Position by    
19341,2018-05-19,Epoch Investment Partners Raised Genesee  Wyo GWR Holding Netflix NFLX Shareholder Edgewood Management Has Lowered Position by  Million as Stock Value Rose   
19345,2018-05-19,Under GDPR will Netflix have to give me a list of all my upvotes I just want a list of all movies Ive rated on NFLX to sync with IMDB
19343,2018-05-19,Ferguson Wellman Capital Management Has Cut General Dynamics GD Stake by  as Valuation Rose Ctc Position in Netflix NFLX Boosted as Valuation Rose   
19344,2018-05-19,Bahl  Gaynor Trimmed Evercore  EVR Position Junto Capital Management LP Decreased Its Netflix NFLX Position    
19339,2018-05-19,Lone Pine Capital Lifted Position in Anheuser Busch Inbev SaNv BUD as Stock Declined Netflix NFLX Stake Upped by West Oak Capital Llc    
19342,2018-05-19,Centre Asset Management Raised Its Netflix NFLX Position Gevo GEVO Shorts Decreased By     
19338,2018-05-19,Technology Crossover Management Vii LTD Has Trimmed Holding in Netflix NFLX by  Million Graco GGG Holder Rbo  Co Has Boosted Its Stake    
19333,2018-05-19,Awm Investment Company Decreased Intellicheck  IDN Holding Parallax Volatility Advisers LP Trimmed Netflix NFLX Position By  Million   
19336,2018-05-19,Netflix to Develop Michael Lewis Book  About Predatory Trading NFLX   SPX via     
19335,2018-05-19,As Mondelez International MDLZ Share Price Declined Shareholder Gabelli Funds Cut Holding by  Million As Netflix NFLX Stock Price Rose Holder Technology Crossover Management Vii LTD Lowered Position by  Million   
19334,2018-05-19,Netflix NFLX Shareholder Laurion Capital Management LP Lifted Its Position by  Million as Stock Rose River  Mercantile Asset Management Llp Increased Citigroup C Stake by  Million   
19332,2018-05-19,After watching   own productions I guess I will start shorting nflx  need to be more carefull how all this money gets invested in original not entertaining own productions
19331,2018-05-19,How  Uses  to Attract Top Talent   NFLX FOXA FOX  
19330,2018-05-19,Netflix stock price is in immediate danger  NFLX   The NFLX Phase  that begin the week of  is now over after nearly  months The Phase  line broke Friday  Needed the weekly close above  to keep P line intact Violent downward movement likely  
19329,2018-05-19,NFLX How Netflix Uses Algorithms to Attract Top Talent   
19347,2018-05-19,Wpp Plc WPPGY Holder Mawer Investment Management LTD Has Lowered Its Holding by  Million Mycio Wealth Partners Holds Position in Netflix NFLX   
19337,2018-05-19,As Netflix NFLX Share Value Rose Tpg Group Holdings Sbs Advisors Lowered Holding by  Million Holder Valinor Management Lifted Constellation Brands STZ Holding    
19348,2018-05-19,Celgene CELG Market Value Declined While Moody National Bank Trust Division Lowered Its Holding by  Grubman Wealth Management Has Trimmed Its Netflix NFLX Stake by  Stock Rose   
19346,2018-05-19,As Netflix NFLX Valuation Rose Technology Crossover Management Vii LTD Cut Its Position by  Million Mark Sheptoff Financial Planning Holding in Boise Cascade Co Del BCC Has Raised as Shares Declined   
19350,2018-05-19,Parkwood Raised Netflix NFLX Stake By  FINNING INTL ORDINARY SHARES FINGF SI Decreased By     
19368,2018-05-19,North Star Asset Management Has Lowered Holding in Global Payments GPN by  Million as Valuation Rose Hap Trading Has Lifted Its Holding in Netflix NFLX by  Million as Shares Rose    
19349,2018-05-19,National Mutual Insurance Federation Of Agricultural Cooperatives Trimmed Netflix NFLX Position Alcentra Capital ABDC Covered By  Bullish Analysts Last Week   
19367,2018-05-19,Jpmorgan Chase  Co Com JPM Stock Price Rose While Baystate Wealth Management Lowered by  Million Its Position Netflix NFLX Holder Tpg Group Holdings Sbs Advisors Lowered Holding by  Million as Shares Rose   
19366,2018-05-19,Ctc Lifted Stake in Netflix NFLX by  Million Intel INTC Share Value Rose While Sterneck Capital Management Has Trimmed Its Position by     
19365,2018-05-19,Grubman Wealth Management Decreased Its Holding in Netflix NFLX by  Zwj Investment Counsel Has Cut Its Stake in Invesco LTD IVZ by  as Market Valuation Declined    
19363,2018-05-19,Equitec Proprietary Markets Trimmed Its Position in AtT Put T by  Million Technology Crossover Management Vii LTD Position in Netflix NFLX Has Trimmed as Market Valuation Rose   
19362,2018-05-19,As Stanley Black  Decker SWK Valuation Declined Old Mutual Global Index Trackers LTD Has Lifted Its Stake Dragoneer Investment Group Boosted Netflix NFLX Holding   
19361,2018-05-19,NFLX    
19360,2018-05-19,Palo Capital Maintains Position in Citigroup C National Mutual Insurance Federation Of Agricultural Cooperatives Has Trimmed Its Netflix NFLX Stake by    
19364,2018-05-19,Netflix NFLX Valuation Rose While Scopia Capital Management LP Cut by  Million Its Stake Brant Point Investment Management Has Decreased Its Hartford Finl Svcs Group HIG Stake as Stock Price Declined    
19358,2018-05-19,Netflix INC NFLX Shares Rose While Srs Investment Management LLC Decreased by  Million Its Holding   
19357,2018-05-19,Srs Investment Management LLC Position in Netflix INC NFLX Decreased by  Million   
19356,2018-05-19,NFLX  Reasons Why An InDepth Look at Why Netflix Stock Is a Big Winner   
19355,2018-05-19,Srs Investment Management LLC Has Lowered Its Netflix INC NFLX Position by  Million Shares Rose   
19354,2018-05-19,Srs Investment Management LLC Decreased Its Netflix INC NFLX Position as Stock Rose    
19353,2018-05-19,Netflix INC NFLX Shareholder Srs Investment Management LLC Cut Its Sta
19352,2018-05-19,Usa Financial Portformulas Increases Holding in Netflix NFLX As Lazard LTD LAZ Valuation Rose Rwc Asset Management Llp Raised Stake   
19359,2018-05-19,Shelton Capital Management Trimmed Wal WMT Stake Hilltop Holdings Has Cut Netflix NFLX Holding    
19351,2018-05-19,Netflix is basically remaking all of TV now NFLX    
19292,2018-05-20,I just published Tech in Media Update YouTube red confusion NewTVs Netflix of shortform Amazon eyes digital ad domination    GOOGL AMZN NFLX
19300,2018-05-20,Netflix NFLX Holder Junto Capital Management LP Trimmed Position by  Million As Albany Intl Cl A AIN Share Value Rose Shareholder Investment Counselors Of Maryland Has Lowered by  Million Its Stake    
19293,2018-05-20,As Facebook FB Market Value Declined Shellback Capital LP Has Raised by  Million Its Holding Technology Crossover Management Vii LTD Has Decreased Holding in Netflix NFLX by  Million as Market Value Rose    
19294,2018-05-20,Lombard Odier Asset Management Usa Lowered Holding in Netflix NFLX by  Million as Share Price Rose Ftb Advisors Lowered Its ProcterGambleco PG Holding as Share Price Declined    
19298,2018-05-20,Laurion Capital Management LP Stake in Netflix NFLX Has Increased by  Million as Shares Rose Verizon Communications VZ Holder Haverford Trust Company Cut Its Holding as Stock Declined   
19296,2018-05-20,Spartan Mtrs SPAR Holder Silver Capital Management Has Trimmed Position by  Million as Share Price Declined As Netflix NFLX Shares Rose Holder Hillhouse Capital Management LTD Boosted Its Stake    
19277,2018-05-20,Netflix has actually been around since  NFLX
19299,2018-05-20,As Kennedy KW Share Value Rose Holder Elkhorn Partners Limited Partnership Lifted Its Position Netflix NFLX Holder National Mutual Insurance Federation Of Agricultural Cooperatives Has Cut Stake by     
19291,2018-05-20,Ascend Capital Lifted Netflix NFLX Stake By  Million Buckeye Partners LP Has  Sentiment    
19295,2018-05-20,As Netflix NFLX Shares Rose Hilltop Holdings Has Lowered Holding by  Trust Co Of Oklahoma Has Cut Holding in Medtronic Plc MDT by  Million   
19290,2018-05-20,Netflix NFLX Holder Grubman Wealth Management Decreased Position as Market Valuation Rose As Allegion Pub LTD Co ALLE Stock Price Rose DE Shaw  Company Has Trimmed by  Its Stake    
19280,2018-05-20,Look How Much Netflix Saves by Producing Its Own Originals   NFLX   
19288,2018-05-20,Netflixs subscriber base could still have a long way to grow     vs  
19287,2018-05-20,Fenimore Asset Management Has Upped Position in Air Products  Chemicals  APD by  Netflix NFLX Shareholder Glynn Capital Management Cut Stake by  Million as Valuation Rose    
19285,2018-05-20,NFLX Look How Much Netflix Saves by Producing Its Own Originals   
19284,2018-05-20,NFLX The LongTerm Trend That Makes Netflix an Awesome Buy   
19283,2018-05-20,Netflix NFLX Holder Ensemble Capital Management Raised Its Holding by  Million Price T Rowe Associates Increased Its Lumber Liquidators Hldgs LL Holding    
19282,2018-05-20,The LongTerm Trend That Makes Netflix an Awesome Stock to Buy      NFLX DIS  
19281,2018-05-20,NFLX The LongTerm Trend That Makes Netflix an Awesome Buy   
19279,2018-05-20,Look How Much Netflix Saves by Producing Its Own Originals   NFLX   
19278,2018-05-20,NFLX The LongTerm Trend That Makes Netflix an Awesome Buy   
19301,2018-05-20,South Texas Money Management LTD Has Lifted By  Its Electronic Arts EA Position Last Week Netflix Inc NFLX Analysts    
19289,2018-05-20,Look How Much Netflix Saves by Producing Its Own Originals   NFLX   
19302,2018-05-20,Same issue with Netflix Cautionary tale about machine learning Arent AMZN and NFLX the deep experience big brain clear leaders in algorithmic merchandising
19286,2018-05-20,The LongTerm Trend That Makes  an Awesome Buy   NFLXDIS    
19304,2018-05-20,Netflix NFLX Stake Has Upped by Ctc Llc Penn Capital Management Co Stake in Covenant Transn Group CVTI Has Trimmed by  Million as Valuation Rose    
19303,2018-05-20,As Tal Education Group XRS Market Value Were Volatile Holder Tb Alternative Assets LTD Has Cut Its Holding by  Million As Netflix NFLX Shares Rose Holder Grubman Wealth Management Has Lowered Position by    
19328,2018-05-20,Crawling realtime  stock and news           
19327,2018-05-20,NFLX How Netflix Uses Algorithms to Attract Top Talent   
19326,2018-05-20,Connors Investor Services Lifted Chubb CB Position by  Million Ctc Has Lifted Position in Netflix NFLX by  Million    
19325,2018-05-20,Netflix NFLX Holder Technology Crossover Management Vii LTD Trimmed Stake As Intl Business Machines IBM Market Value Declined Holder Asset Management Advisors Has Trimmed by  Million Its Stake   
19324,2018-05-20,Hillman Co Has Trimmed Its Netflix NFLX Stake by  Million Morgan Stanley Position in Ensco Plc ESV Boosted by  Million as Market Value Declined   
19323,2018-05-20,Rogers ROG Market Value Declined While Nj State Employees Deferred Compensation Plan Has Decreased Its Position by  Tybourne Capital Management Hk LTD Holds Holding in Netflix NFLX    
19322,2018-05-20,Are Analysts Bullish about Netflix Inc NFLX after last week   
19321,2018-05-20,Analysts take a look at Netflix Inc NFLX having this to say   
19320,2018-05-20,Are Analysts Bullish about Netflix Inc NFLX after last week   
19319,2018-05-20,Analysts are on the Bearish side about Netflix Inc NFLX this week   
19318,2018-05-20,Analysts are on the Bearish side about Netflix Inc NFLX this week   
19297,2018-05-20,DVD NFLX Netflixs DVD business is still alive and profitable by a small margin   
19316,2018-05-20,Were Analysts Bullish Netflix Inc NASDAQNFLX This Wee
19317,2018-05-20,Its been a crucial week for Netflix Inc NFLX heres what analysts have to say    
19307,2018-05-20,Technology Crossover Management Vii LTD Lowered Netflix NFLX Stake by  Million Shares Rose Bank N S Halifax BNS Holder Public Sector Pension Investment Board Cut Its Position by  Million as Stock Price Declined    
19308,2018-05-20,Analyst Netflix Inc NFLX Content Strategy Is Paying Off In Spades     blog    via  
19309,2018-05-20,Univest Of Pennsylvania UVSP Market Valuation Declined While Philadelphia Trust Company Boosted Holding by  Million As Netflix NFLX Share Price Rose Calamos Wealth Management Has Increased Holding   
19310,2018-05-20,Netflix NFLX Holder Dragoneer Investment Group Upped Position Procter  Gamble Co PG Stock Value Declined While Bartlett  Co Has Lowered Stake by  Million    
19306,2018-05-20,Dissecting the Numbers for Netflix Inc NFLX and Texas Instruments Incorporated TXN   
19312,2018-05-20,NFLX GBH Insights analyst Daniel Ives says Netflix is going to  amid strong content offerings and viewing hab   
19313,2018-05-20,NFLX How Netflix Uses Algorithms to Attract Top Talent   
19314,2018-05-20,Jag Capital Management Has Trimmed Netflix NFLX Holding APPALACHIAN MOUNTAIN BREWERY HOPS SI Decreased By     
19315,2018-05-20,Anchorage Capital Group Cut Its Position in Netflix Call NFLX by  Million Redwood Capital Management Has Trimmed Cit Group CIT Holding as Valuation Rose   
19311,2018-05-20,Goodnow Investment Group Cut Its Quanex Building Products Cor NX Position as Valuation Declined Netflix NFLX Shareholder Technology Crossover Management Vii LTD Cut Its Holding    
19305,2018-05-20,Norinchukin Bank The Has Trimmed Ameriprise Finl AMP Holding by  Million as Stock Declined As Netflix NFLX Market Value Rose Holder Hillman Co Has Decreased Its Holding by  Million    
19147,2018-05-21, Barack und Michelle Obama haben einen Vertrag mit Netflix unterzeichnet um Shows und Filme zu produzieren NFLX  Mehr hier      
19155,2018-05-21,The Top  Netflix Shareholders NFLX    via 
19154,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    real to reel I call it and its great fun
19153,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19152,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19151,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19150,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19149,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19148,2018-05-21,   Barack and Michelle Obama will produce films and series for Netflix    NFLX  
19142,2018-05-21,Parkwood Lifted By  Its Netflix NFLX Stake PIAGGIO amp  C SPA PONTEDERA ORDINARY S PIAGF SI Decreased By   
19145,2018-05-21,From real to reel Netflix ropes in the Obamas to produce shows    NFLX       
19144,2018-05-21,Netflix NFLX Holder Srs Investment Management Has Lowered Position Kindred Biosciences KIN Share Value Were Volatile While Granahan Investment Management Lifted Holding by     
19143,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19156,2018-05-21,BREAKING Netflix says Barack and Michelle Obama have entered into a multiyear agreement to produce films and series with the company NFLX     
19141,2018-05-21,Pinnacle Financial Partners Has Cut By  Its Netflix NFLX Position MobileIron Inc MOBL Had  Bulls   
19140,2018-05-21,Barack and M Obama Sign Netflix Production Deal Video  uhoh I Dont see  getting a  deal   
19139,2018-05-21,Spotifys parlay and Netflixs playbook SPOT NFLX AAPL AMZN         
19138,2018-05-21,Saia Inc SAIA Reaches  Week High Shellback Capital LP Has Increased Netflix NFLX Position By  Million   
19146,2018-05-21,Capital One National Association Has Decreased Netflix NFLX Stake First Foundation Advisors Has Upped Alibaba Group Holding BABA Holding By  Million    
19157,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19163,2018-05-21, Things To Know Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19159,2018-05-21,New post Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19180,2018-05-21,Trumps withdrawal from NFLX Netflix production deal may come to light after his term and my not be exciting as this  deal   Fauda   Tweeted The best kept secret on Netflix    Fauda Season   May  
19179,2018-05-21,Id pay good money to NFLX  to see a documentary about how the  politburo tried to hand the election over to  but she lost anyway  Maybe    can do cameos from behind bars       
19178,2018-05-21,Market Summary  Netflix Inc NASDAQ NFLX  USD    Im sure netflix is crushed by their leaving
19177,2018-05-21,The Obamas just signed a multiyear deal to make shows and movies for Netflix nflx   
19176,2018-05-21,The Obamas Sign Netflix Production Deal    NFLX
19175,2018-05-21,Mad about the ObamaNetflix deal The  hashtag is for whiney little snowflakes Be a True Patriot and show your support for our Great President by shorting NFLX with every penny you own 
19174,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19173,2018-05-21,NETFLIX NFLX Just Signed on the Obama Family for Original Content                 
19172,2018-05-21,Barack and Michelle Obama will produce films and series for Netflix    NFLX  
19171,2018-05-21,Sorry not interest  Maybe bc I still dont subscribe to NFLX    Barack and Michelle Obama enter multiyear deal with Netflix    
19170,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19169,2018-05-21,I cannot wait to see the movie on Netflix NFLX  
19168,2018-05-21,Barack and Michelle Obama will produce films and series for Netflix    NFLX  
19167,2018-05-21,NFLX  how Netflix divides America for their own piggy bank   
19166,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX    johnangel
19165,2018-05-21,The Top  Netflix Shareholders NFLX  Investopedia    
19164,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19137,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19162,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19161,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19160,2018-05-21,Netflix dominates HBO in how much people love its original TV shows and movies and its lead is growing NFLX   
19158,2018-05-21,Barack and Michelle Obama deal with Netflix should raise stock of  NFLX 
19136,2018-05-21,Barack and Michelle Obama strike TV deal with Netflix    NFLX
19129,2018-05-21,Netflix Inc NFLX price at close  is 
19134,2018-05-21,George Soros Bets on Netflix Alphabet and Amazon NFLX GOOG  
19107,2018-05-21,Barack and Michelle Obama signed a deal with Netflix to make original shows and movies NFLX    
19106,2018-05-21,Cant wait to add them to my queue and never watch it like most stuff on nflx  The Obamas Signed A Netflix Deal To Produce Films Documentaries And Other Series  BuzzFeed News   
19105,2018-05-21,NFLX Netflixs New SameSex Comedy Film to Star Jennifer Aniston   
19104,2018-05-21,NFLX Netflix Inc NFLX New SameSex Comedy Film to Star Jennifer Aniston   
19103,2018-05-21,NetflixHachi     CableNFLX
19102,2018-05-21,Fmr Obama Nat Sec Advisor Susan Rice is on the board Now the Obamas are getting multi year shows And very recently George Soros bought tons of stock in NFLX You going to ruin that too Better hurry  About to 
19101,2018-05-21,The Top  Netflix Shareholders NFLX  Investopedia    
19100,2018-05-21,So how many want to terminate any contract  subscription with     They have NOTHING to contribute to healthy society  only to divide our society   
19099,2018-05-21,I dont subscribe to nflx but  things I consider I support free speech and I look forward to their epic humiliation when their shows fail Os are boring people and most of their support is of their image not any substance of who they are
19108,2018-05-21,UPDATE Netflix Inc NFLX signs multiyear deal with President Barack Obama and Michelle Obama
19098,2018-05-21,I started watching Season  of  Reasons Why on Netflix  I remembered the story line but was blanking on the names and faces of all the kids  Need to go back and rewatch a little Season   NFLX
19096,2018-05-21,NEW investment lesson available on Netflix Login now NFLX  
19095,2018-05-21,Yuck NFLX
19094,2018-05-21,MAY   is DUMP NFLX STOCK DAY ALREADY have my sell order set Will be cancelling my NFLX tv subscription Calling on ALL GOP Trump supporters to dump NFLX stock AND CANCEL netflix svc   
19093,2018-05-21,Well Obamao and his wife are busy raking in millions of dollars from Netflix Poor souls thought they are for poor people like those in south side of corrupt Chicago I guess they are so true that the couple likes to rake in  from poor souls to watch their NFLX
19092,2018-05-21,My god Imagine how lame these will be The only saving grace is the hilarious thought of lefties feeling obligated to watch  pretend to like them  Anyway imho lends credence to rumormillinternets theories about Netflixs accounting being fd up Sell NFLX   
19091,2018-05-21,MAY   IS DUMP NFLX STOCK DAY PUT YOUR SELL ORDERS IN TONITE TOMORROW CANCEL Netflix TV SVC Let NFLX know it is NOT OK to give crooked Obama a worldwide platform for his Trump attacks   
19090,2018-05-21,Netflix Inc NFLX New SameSex Comedy Film to Star Jennifer Aniston   
19089,2018-05-21,Hey  Your platform as fantastic yet beaucoup ppl R not real happy wthe NoBama deal Consider allowing loyal  customers  OPT OUT of the Nobama crp with a discounted subscription   BET YOULL GROW your costumer base Buy nflx Good move 
19181,2018-05-21,         
19097,2018-05-21,Zillows move into flipping homes is like Netflixs move into originals ZG NFLX AMZN    
19135,2018-05-21,George Soros Bets on Netflix Alphabet and Amazon NFLX GOOG  
19109,2018-05-21,If I can offer one bit of advice with this looming deal INVEST IN NETFLIX stock and watch your money do the rest NFLX     
19111,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX    
19133,2018-05-21,Netflix is dominating HBO in how much people love its original TV shows and movies and its lead is growing NFLX    
19132,2018-05-21,National Mutual Insurance Federation Of Agricultural Cooperatives Has Decreased Netflix NFLX Position Hilltop Holdings HTH Has  Sentiment   
19131,2018-05-21, sign deal to make shows and movies for NFLX stock boosts     
19130,2018-05-21,Netflix Inc NFLX price at close  is 
19128,2018-05-21,TOdays Movers Netflix NFLX Stock Rating Kept by GBH Insights  Target Price Indicates   Potential   
19127,2018-05-21,Netflix signs Obamas to multiyear content deal NFLX   
19126,2018-05-21,GBH Insights Has Just Reaffirmed  Target Price Per Share on Netflix NFLX stock While Theyve Also Reiterated Their Buy Rating   
19125,2018-05-21,TOdays Movers Netflix NFLX Stock Rating Maintained by GBH Insights  Target Price Indicates   Potential    
19124,2018-05-21,Barack and Michelle Obama signed a deal with Netflix to make original shows and movies NFLX    
19110,2018-05-21,If I can offer one bit of advice with this looming deal INVEST IN NETFLIX stock and watch your money do the rest NFLX     
19123,2018-05-21,Barack and Michelle Obama have signed a multiyear deal with Netflix to make original shows and movies NFLX   
19120,2018-05-21,Trees will tapdance elephants will drive in the Indianapolis  and Orson Wells will skip lunch before North Carolina State finds a way to beat Houston in  or I watch anything about  on nflx   
19119,2018-05-21,Sold my NFLX
19118,2018-05-21,looks like your subscription cancellation hasnt affected their bottomline Market Summary  Netflix Inc NASDAQ NFLX  USD   Closed May   PM EDT  Disclaimer After hours     
19117,2018-05-21,Market Summary  Netflix Inc NASDAQ NFLX  USD   Closed May   PM EDT  Disclaimer After hours     
19116,2018-05-21,CEO NFLX The mental strategy Netflix CEO Reed Hastings used to grow a billiondollar business   
19115,2018-05-21,NFLX Barack and Michelles next act TV deal with Netflix   
19114,2018-05-21, yes we can see nflx signing up more  member with  sealed as one of their 
19113,2018-05-21, Michelle Obama Ink Deal to Produce Netflix Movies and ShowsTime to sell NFLX
19112,2018-05-21,Perhaps the NFLX CEO can speak to Trump about filing for bankruptcy
19121,2018-05-21,Zacks Brokerages Expect Netflix Inc NFLX Will Announce Quarterly Sales of  Billion   
19122,2018-05-21,Analysts Expect Netflix Inc NFLX Will Announce Quarterly Sales of  Billion   
19182,2018-05-21,Netflix Going Sideways NFLX   
19184,2018-05-21,Stock Trading Advice Sell your  stock now Listed as NFLX on the stock exchange       
19252,2018-05-21,As Netflix INC NFLX Stock Rose Jennison Associates LLC Has Lowered Its Stake   
19251,2018-05-21,Jennison Associates LLC Has Trimmed Stake in Netflix INC NFLX by  Million as Valuation Rose   
19250,2018-05-21,Domtar UFS Holder Qv Investors Has Trimmed Holding Ctc Maintains Position in Netflix NFLX   
19249,2018-05-21,Union Pacific UNP Reaches  Week High Tpg Group Holdings Sbs Advisors Has Lowered Netflix NFLX Stake By  Million   
19248,2018-05-21,Netflix NFLX with  far OTM July  calls bought to open today  to 
19247,2018-05-21,Deroy  Devereaux Private Investment Counsel Has Boosted Energen EGN Position By  Million Netflix NFLX Shorts Down By    
19246,2018-05-21,NFLX Netflix Inc SEC Filing Form PXAG   
